ID,Tên,Phân loại,Mã loại,Cấp,Giới tính,Tbi 2,Mô tả
617,Ma vật,Vật phẩm thường,27,30,Cả hai,,Item sự kiện Halloween 2016
618,Thái Dương Cốt Ngọc Tuyến,Nón,0,99,Nam,,
619,Thái Dương Cốt Ngọc Trâm,Nón,0,99,Nữ,,
620,Thái Dương Cốt Ngọc Giáp,Áo,2,97,Nam,,
621,Thái Dương Cốt Ngọc Giáp,Áo,2,97,Nữ,,
622,Thái Dương Cốt Ngọc Hạ Giáp,Quần,6,93,Nam,,
623,Thái Dương Cốt Ngọc Hạ Giáp,Quần,6,93,Nữ,,
624,Thái Dương Cốt Ngọc Thủ,Găng tay,4,95,Nam,,
625,Thái Dương Cốt Ngọc Thủ,Găng tay,4,95,Nữ,,
626,Thái Dương Cốt Ngọc Ngoa,Giày,8,91,Nam,,
627,Thái Dương Cốt Ngọc Ngoa,Giày,8,91,Nữ,,
628,Thái Dương Cốt Ngọc Phù,Bùa,9,92,Cả hai,,
629,Thái Dương Cốt Ngọc Bội,Ngọc bội,7,94,Cả hai,,
630,Thái Dương Cốt Ngọc Giới,Nhẫn,5,96,Cả hai,,
631,Thái Dương Cốt Ngọc Liên,Dây chuyền,3,98,Cả hai,,
632,Thái Dương Vô Cực Kiếm,Vũ khí,1,90,Cả hai,,
633,Thái Dương Thiên Hỏa Tiêu,Vũ khí,1,90,Cả hai,,
634,Thái Dương Táng Hồn Dao,Vũ khí,1,90,Cả hai,,
635,Thái Dương Băng Thần Cung,Vũ khí,1,90,Cả hai,,
636,Thái Dương Chiến Lục Đao,Vũ khí,1,90,Cả hai,,
637,Thái Dương Hoàng Phong Phiến,Vũ khí,1,90,Cả hai,,
638,Lá dong,Vật phẩm thường,27,30,Cả hai,,Item sự kiện Tết Nguyên Đán 
639,Nếp,Vật phẩm thường,27,30,Cả hai,,Item sự kiện Tết Nguyên Đán 
640,Thịt heo,Vật phẩm thường,27,30,Cả hai,,Item sự kiện Tết Nguyên Đán
641,Đậu xanh,Vật phẩm thường,27,30,Cả hai,,Item sự kiện Tết Nguyên Đán
642,Lạt tre,Vật phẩm thường,27,30,Cả hai,,Item sự kiện Tết Nguyên Đán
643,Bánh Chưng,Vật phẩm thường,27,30,Cả hai,,Item sự kiện Tết Nguyên Đán
644,Bánh Tét,Vật phẩm thường,27,30,Cả hai,,Item sự kiện Tết Nguyên Đán
645,Túi Lộc Đầu Xuân,Vật phẩm thường,27,30,Cả hai,,Item sự kiện Tết Nguyên Đán
646,Bùa May Mắn,Vật phẩm thường,27,30,Cả hai,,Item sự kiện Tết Nguyên Đán
647,Rương Ma Quái,Vật phẩm thường,27,90,Cả hai,,Chứa đựng rất nhiều vật phẩm giá trị.
648,Huy chương chiến công đồng,Vật phẩm thường,27,30,Cả hai,,Item sự kiện
649,Huy chương chiến công bạc,Vật phẩm thường,27,30,Cả hai,,Item sự kiện
650,Huy Chương chiến công vàng,Vật phẩm thường,27,30,Cả hai,,Item sự kiện
651,Huy Chương chiến công bạch kim,Vật phẩm thường,27,30,Cả hai,,Item sự kiện
652,Huyền Tinh Ngọc,Ngọc khảm,34,70,Cả hai,,
653,Huyết Ngọc,Ngọc khảm,34,70,Cả hai,,
654,Lam Tinh Ngọc,Ngọc khảm,34,70,Cả hai,,
655,Lục Ngọc,Ngọc khảm,34,50,Cả hai,,
656,Đá Năng Lượng Băng,Vật phẩm thường,27,40,Cả hai,,Item sự kiện
657,Đá Năng Lượng Hỏa,Vật phẩm thường,27,40,Cả hai,,Item sự kiện
658,Đá Năng Lượng Gió,Vật phẩm thường,27,40,Cả hai,,Item sự kiện
659,Đá Ma Thuật,Vật phẩm thường,27,40,Cả hai,,Item sự kiện
660,Truy Tung Phù,Vật phẩm thường,27,40,Cả hai,,Item sự kiện
661,Truy Tung Lệnh,Vật phẩm thường,27,40,Cả hai,,Item sự kiện
662,Lệnh bài năng động,Vật phẩm thường,27,90,Cả hai,,Item mo rong
663,Lệnh bài hoàn thành,Vật phẩm thường,27,1,Cả hai,,Dùng để hoàn thành tức thời nhiệm vụ đang nhận
664,Lồng đèn,Vật phẩm thường,27,1,Cả hai,,Thắp đèn đêm trung thu
665,Giấy thông hành,Vật phẩm thường,27,1,Cả hai,,Item sự kiện
666,Bơ,Vật phẩm thường,27,1,Cả hai,,Bơ làm bánh
667,Kem,Vật phẩm thường,27,1,Cả hai,,Kem làm bánh
668,Đường bột,Vật phẩm thường,27,1,Cả hai,,Đường bột làm bánh
669,Chocolate,Vật phẩm thường,27,1,Cả hai,,Socola làm bánh
670,Dâu tây,Vật phẩm thường,27,1,Cả hai,,Dâu làm bánh
671,Bánh khúc cây chocolate,Vật phẩm thường,27,20,Cả hai,,Bánh khúc cây
672,Bánh khúc cây dâu tây,Vật phẩm thường,27,20,Cả hai,,Bánh khúc cây dâu tây
673,Quà trang trí,Vật phẩm thường,27,20,Cả hai,,Quà trang trí cây thông
674,Mảnh pháo hoa,Vật phẩm thường,27,1,Cả hai,,Nguyên liệu để ghép pháo hoa ngày tết
675,Dây pháo hoa,Vật phẩm thường,27,1,Cả hai,,Sử dụng để bắn phóa hoa và nhận thưởng
676,Vui Xuân,Vật phẩm thường,27,1,Cả hai,,Sử dụng để tìm kiếm hộp quà vui xuân
677,Miếng dưa hấu,Vật phẩm thường,27,1,Cả hai,,Dưa hấu ăn dở
678,Dưa hấu dài,Vật phẩm thường,27,1,Cả hai,,Dưa hấu dài
679,Dưa hấu tròn,Vật phẩm thường,27,1,Cả hai,,Dưa hấu tròn
680,Giấy xác thực,Vật phẩm thường,27,1,Cả hai,,Giấy xác thực
681,Giấy chứng nhận,Vật phẩm thường,27,1,Cả hai,,Giấy chứng nhận
682,Đá mặt trăng,Vật phẩm thường,27,1,Cả hai,,Mảnh đá mặt trăng
683,Cỏ ba lá,Vật phẩm thường,27,1,Cả hai,,Cỏ ba lá
684,Cỏ bốn lá,Vật phẩm thường,27,1,Cả hai,,Cỏ bốn lá
685,Geningan,Mắt thần,14,1,Cả hai,,
686,Chuuningan,Mắt thần,14,1,Cả hai,,
687,Jougan,Mắt thần,14,1,Cả hai,,
688,Seningan,Mắt thần,14,1,Cả hai,,
689,Kyubigan,Mắt thần,14,1,Cả hai,,
690,Rinnegan,Mắt thần,14,1,Cả hai,,
691,Sharingan,Mắt thần,14,1,Cả hai,,
692,Tenseigan,Mắt thần,14,1,Cả hai,,
693,Ketsuryugan,Mắt thần,14,1,Cả hai,,
694,Sukaigan,Mắt thần,14,1,Cả hai,,
695,Đá danh vọng cấp 1,Vật phẩm thường,27,1,Cả hai,,Vật phẩm nâng cấp
696,Đá danh vọng cấp 2,Vật phẩm thường,27,1,Cả hai,,Vật phẩm nâng cấp
697,Đá danh vọng cấp 3,Vật phẩm thường,27,1,Cả hai,,Vật phẩm nâng cấp
698,Đá danh vọng cấp 4,Vật phẩm thường,27,1,Cả hai,,Vật phẩm nâng cấp
699,Đá danh vọng cấp 5,Vật phẩm thường,27,1,Cả hai,,Vật phẩm nâng cấp
700,Đá danh vọng cấp 6,Vật phẩm thường,27,1,Cả hai,,Vật phẩm nâng cấp
701,Đá danh vọng cấp 7,Vật phẩm thường,27,1,Cả hai,,Vật phẩm nâng cấp
702,Đá danh vọng cấp 8,Vật phẩm thường,27,1,Cả hai,,Vật phẩm nâng cấp
703,Đá danh vọng cấp 9,Vật phẩm thường,27,1,Cả hai,,Vật phẩm nâng cấp
704,Đá danh vọng cấp 10,Vật phẩm thường,27,1,Cả hai,,Đá danh vọng cấp 10
705,Danh vọng phù,Vật phẩm thường,27,1,Cả hai,,Tăng số lần làm nhiệm vụ danh vọng
706,Mảnh bản đồ,Vật phẩm thường,27,1,Cả hai,,Vật phẩm sự kiện
707,Bản đồ 1,Vật phẩm thường,27,1,Cả hai,,Vật phẩm sự kiện
708,Bản đồ 3,Vật phẩm thường,27,1,Cả hai,,Vật phẩm sự kiện
709,áo cam 1,Áo,2,1,Nam,,áo cam 1
710,quần cam 1,Quần,6,1,Nam,,quần cam 1
711,Mặt nạ Jirai ,Mặt nạ,11,1,Nam,,tóc cam 1
712,Áo Jirai,Áo,2,1,Nam,, 
713,Quần Jirai ,Quần,6,1,Nam,, 
714,Mặt nạ Jumito,Mặt nạ,11,1,Nữ,, 
715,Áo jumito,Áo,2,1,Nữ,, 
716,Quần Jumito,Quần,6,1,Nữ,, 
717,tóc 3,Mặt nạ,11,1,Cả hai,, 
718,áo 4,Áo,2,1,Cả hai,, 
719,quần 4,Quần,6,1,Cả hai,, 
720,tóc 4,Mặt nạ,11,1,Cả hai,, 
721,áo 5,Áo,2,1,Cả hai,, 
722,quần 5,Quần,6,1,Cả hai,, 
723,tóc 5,Mặt nạ,11,1,Cả hai,, 
724,áo 6,Áo,2,1,Cả hai,, 
725,quần 6,Quần,6,1,Cả hai,, 
726,tóc 6,Mặt nạ,11,1,Cả hai,, 
727,áo 7,Áo,2,1,Cả hai,, 
728,quần 7,Quần,6,1,Cả hai,, 
729,tóc 7,Mặt nạ,11,1,Cả hai,, 
730,áo 8,Áo,2,1,Cả hai,, 
731,quần 8,Quần,6,1,Cả hai,, 
732,tóc 8,Mặt nạ,11,1,Cả hai,, 
733,Mảnh Nón Jirai ,Vật phẩm thường,27,1,Nam,,
734,Mảnh Găng tay Jirai ,Vật phẩm thường,27,1,Nam,,
735,Mảnh Áo Jirai ,Vật phẩm thường,27,1,Nam,,
736,Mảnh Quần Jirai ,Vật phẩm thường,27,1,Nam,,
737,Mảnh Giày Jirai ,Vật phẩm thường,27,1,Nam,,
738,Mảnh Dây chuyền Jirai ,Vật phẩm thường,27,1,Nam,,
739,Mảnh Ngọc Bội Jirai ,Vật phẩm thường,27,1,Nam,,
740,Mảnh Phù Jirai ,Vật phẩm thường,27,1,Nam,,
741,Mảnh Nhẫn Jirai ,Vật phẩm thường,27,1,Nam,,
742,Tuần Lộc,Thú nuôi,10,1,Cả hai,,
743,Tuần Thú Lệnh,Vật phẩm nhiệm vụ (chờ),24,40,Cả hai,,Sử dụng để triệu hồi Boss Tuần Lộc
744,Tuần Lộc,Thú nuôi,10,1,Cả hai,,Chống đồ sát
745,Mặt nạ chuột,Mặt nạ,11,40,Cả hai,,Dùng thay đổi diện mạo
746,Nón Jirai,Nón,0,1,Nam,,
747,Găng Tay Jirai,Găng tay,4,1,Nam,,
748,Giày Jirai,Giày,8,1,Nam,,
749,Nhẫn Jirai,Nhẫn,5,1,Nam,,
750,Phù Jirai,Bùa,9,1,Nam,,
751,Ngọc Bội Jirai,Ngọc bội,7,1,Nam,,
752,Dây Chuyền Jirai,Dây chuyền,3,1,Nam,,
753,Nón Jumito,Nón,0,1,Nữ,,
754,Găng Tay Jumito,Găng tay,4,1,Nữ,,
755,Giày Jumito,Giày,8,1,Nữ,,
756,Nhẫn Jumito,Nhẫn,5,1,Nữ,,
757,Phù Jumito,Bùa,9,1,Nữ,,
758,Ngọc Bội Jumito,Ngọc bội,7,1,Nữ,,
759,Dây Chuyền Jumito,Dây chuyền,3,1,Nữ,,
760,Mảnh Nón Jumito,Vật phẩm thường,27,1,Nữ,,
761,Mảnh Găng tay Jumito,Vật phẩm thường,27,1,Nữ,,
762,Mảnh Áo Jumito,Vật phẩm thường,27,1,Nữ,,
763,Mảnh Quần Jumito,Vật phẩm thường,27,1,Nữ,,
764,Mảnh Giày Jumito,Vật phẩm thường,27,1,Nữ,,
765,Mảnh Dây chuyền Jumito,Vật phẩm thường,27,1,Nữ,,
766,Mảnh Ngọc Bội Jumito,Vật phẩm thường,27,1,Nữ,,
767,Mảnh Phù Jumito,Vật phẩm thường,27,1,Nữ,,
768,Mảnh Nhẫn Jumito,Vật phẩm thường,27,1,Nữ,,
769,Nước diệt khuẩn,Vật phẩm thường,27,1,Cả hai,,Vật phẩm sự kiện
770,Viên thuốc thần kỳ,Vật phẩm thường,27,1,Cả hai,,Vật phẩm sự kiện
771,Jack Hollow,Mặt nạ,11,1,Cả hai,,Vật phẩm sự kiện
772,Bí Rễ Hành,Thú nuôi,10,1,Cả hai,,Vật phẩm sự kiện
773,Bí Rễ Hành,Thú nuôi,10,1,Cả hai,,Chống đồ sát
774,Santa Claus,Mặt nạ,11,1,Cả hai,,Vật phẩm sự kiện
775,Hoa tuyết,Vật phẩm thường,27,1,Cả hai,,Dùng tạo và nâng cấp mặt nạ Santa claus
776,Hắc ngưu,Nguyên liệu 4,33,1,Cả hai,,Thú cưỡi
777,Kim ngưu,Nguyên liệu 4,33,1,Cả hai,,Thú cưỡi
778,Thông linh thảo,Vật phẩm thường,27,1,Cả hai,,Tăng ngẫu nhiên 1-10 exp cho Trâu
779,Tượng linh thảo,Vật phẩm thường,27,1,Cả hai,,Thức ăn cho Trâu. Hồi 100 hp
780,Tiến hoá thảo,Vật phẩm thường,27,1,Cả hai,,Dùng tiến hoá cho Trâu
781,Pet Boru,Thú nuôi,10,1,Cả hai,,Chống đồ sát
782,Bóng đồng,Vật phẩm thường,27,1,Cả hai,,Vật phẩm sự kiện
783,Bóng,Vật phẩm thường,27,1,Cả hai,,Vật phẩm sự kiện
784,Cúp bạc,Vật phẩm thường,27,1,Cả hai,,Vật phẩm sự kiện
785,Cúp vàng,Vật phẩm thường,27,1,Cả hai,,Vật phẩm sự kiện
786,Sumimura ,Mặt nạ,11,1,Cả hai,,Vật phẩm sự kiện
787,Yukimura ,Mặt nạ,11,1,Cả hai,,Vật phẩm sự kiện
788,Nham Thạch ,Vật phẩm thường,27,1,Cả hai,,Dùng tạo cải trang Sumimura
789,Pha Lê,Vật phẩm thường,27,1,Cả hai,,Dùng tạo cải trang Yukimura
790,Hoa sen trắng,Vật phẩm thường,27,1,Cả hai,,Vật phẩm sự kiện
791,Hoa sen hồng,Vật phẩm thường,27,1,Cả hai,,Vật phẩm sự kiện
792,Bó sen trắng,Vật phẩm thường,27,1,Cả hai,,Vật phẩm sự kiện
793,Bó sen hồng,Vật phẩm thường,27,1,Cả hai,,Vật phẩm sự kiện
794,Màu nhuộm  ,Vật phẩm thường,27,1,Cả hai,,Vật phẩm sự kiện
795,Thiên Nguyệt Chi Nữ,Áo,2,1,Nữ,x,Vật phẩm sự kiện
796,Nhật Tử Lam Phong,Áo,2,1,Nam,x,Vật phẩm sự kiện
797,Hakairo Yoroi,Áo choàng,12,1,Cả hai,x,
798,Lân Sư Vũ,Nguyên liệu 4,33,1,Cả hai,x,
799,Gậy Mặt Trăng,Vũ khí,1,1,Nam,x,Vũ khí thời trang
800,Gậy Trái tim,Vũ khí,1,1,Nữ,x,Vũ khí thời trang
801,Túi vải cấp 4,Vật phẩm thường,27,1,Cả hai,,Mở thêm 24 ô trong hành trang
802,Xích Tử Mã,Nguyên liệu 4,33,1,Cả hai,x,
803,Tà Linh Mã,Nguyên liệu 4,33,1,Cả hai,x,
804,Phong Thương Mã,Nguyên liệu 4,33,1,Cả hai,x,
805,Hajiro ,Áo,2,1,Nữ,x,Áo thời trang dùng bên trang bị 2
806,Shiraiji,Áo,2,1,Nam,x,Áo thời trang dùng bên trang bị 2
807,H,Vật phẩm thường,27,30,Cả hai,,Item sự kiện Halloween
808,A,Vật phẩm thường,27,30,Cả hai,,Item sự kiện Halloween
809,L,Vật phẩm thường,27,30,Cả hai,,Item sự kiện Halloween
810,O,Vật phẩm thường,27,30,Cả hai,,Item sự kiện Halloween
811,W,Vật phẩm thường,27,30,Cả hai,,Item sự kiện Halloween
812,E,Vật phẩm thường,27,30,Cả hai,,Item sự kiện Halloween
813,N,Vật phẩm thường,27,30,Cả hai,,Item sự kiện Halloween
814,Mặt nạ Shin Ah,Mặt nạ,11,20,Cả hai,x,"Chỉ xuất hiên trong mùa Haloween, số lượng có hạn"
815,Mặt nạ Vô Diện,Mặt nạ,11,20,Cả hai,x,"Chỉ xuất hiên trong mùa Haloween, số lượng có hạn"
816,Mặt nạ Oni,Mặt nạ,11,20,Cả hai,x,"Chỉ xuất hiên trong mùa Haloween, số lượng có hạn"
817,Mặt nạ Kuma,Mặt nạ,11,20,Cả hai,x,"Chỉ xuất hiên trong mùa Haloween, số lượng có hạn"
818,Mặt nạ Inu,Mặt nạ,11,20,Cả hai,x,"Chỉ xuất hiên trong mùa Haloween, số lượng có hạn"
819,Chìa khóa,Vật phẩm thường,27,30,Cả hai,,Item sự kiện Halloween
820,Tôn Hành Giả,Mặt nạ,11,50,Cả hai,,Hộ tống tường tăng đi tây thiên thỉnh kinh
821,Lông khỉ,Vật phẩm thường,27,1,Cả hai,,Thu thập 10.000 để đổi mặt nạ Tôn Hành Giả
822,Đồng xu Đỏ,Vật phẩm thường,27,1,Cả hai,,Item sự kiện
823,Đồng Xu Trắng,Vật phẩm thường,27,1,Cả hai,,Item sự kiện
824,Đồng Xu Vàng,Vật phẩm thường,27,1,Cả hai,,Item sự kiện
825,Đồng Xu Xanh,Vật phẩm thường,27,1,Cả hai,,Item sự kiện
826,Đồng Xu Xanh Lá,Vật phẩm thường,27,1,Cả hai,,Item sự kiện
827,Rương may mắn,Vật phẩm thường,27,1,Cả hai,,Item sự kiện Blackfriday
828,Pet Bóng Ma,Thú nuôi,10,1,Cả hai,x,Item sự kiện
829,Pet Yêu Tinh,Thú nuôi,10,1,Cả hai,x,Item sự kiện
830,Phượng Hoàng Băng,Nguyên liệu 4,33,1,Cả hai,x,
831,Chuông vàng,Vật phẩm thường,27,20,Cả hai,,Vật phẩm sự kiện Noel
832,Hộp quà trang trí cây thông,Vật phẩm thường,27,20,Cả hai,,Vật phẩm sự kiện Noel
833,Truyền thuyết lệnh,Vật phẩm thường,27,70,Cả hai,,Sử dụng để đi vào tiềm thức dẫn đến ngôi làng xa xưa trong truyền thuyết
834,Hỏa thạch,Vật phẩm thường,27,70,Cả hai,,Dùng để nâng cấp bí kíp hệ hỏa
835,Phong thạch,Vật phẩm thường,27,70,Cả hai,,Dùng để nâng cấp bí kíp hệ phong
836,Thủy thạch,Vật phẩm thường,27,70,Cả hai,,Dùng để nâng cấp bí kíp hệ thủy
837,Khai thú lệnh,Vật phẩm thường,27,50,Cả hai,,Dùng để khai mở chỉ số bí ẩn của thú cưỡi
838,Mảnh sách cổ,Vật phẩm thường,27,100,Cả hai,,Sử dụng 100 mảnh để đổi lấy sách võ công cấp 120
839,Sách võ công CUNG,Vật phẩm thường,27,100,Cả hai,,
840,Sách võ công QUẠT,Vật phẩm thường,27,100,Cả hai,,
841,Sách võ công TIÊU,Vật phẩm thường,27,100,Cả hai,,
842,Sách võ công KUNAI,Vật phẩm thường,27,100,Cả hai,,
843,Sách võ công ĐAO,Vật phẩm thường,27,100,Cả hai,,
844,Sách võ công KIẾM,Vật phẩm thường,27,100,Cả hai,,
845,Rương chiến trường,Vật phẩm thường,27,1,Cả hai,,Bên trong chứa nhiều vật phẩm có giá trị
846,Chìa khóa may mắn,Vật phẩm thường,27,1,Cả hai,,Tăng may mắn cho rương chiến trường
847,Thần chết,Thú nuôi,10,1,Cả hai,,Item sự kiện
848,Thiệp đầu xuân,Vật phẩm thường,27,20,Cả hai,,Tặng thầy cô hiệu trưởng đề nhận lì xì
849,Mặt nạ hổ,Áo,2,1,Cả hai,x,Dùng thay đổi diện mạo
850,Bạch Hổ,Nguyên liệu 4,33,20,Cả hai,x,
851,Pet Ứng Long,Thú nuôi,10,1,Cả hai,x,Item sự kiện
852,Gỗ lim,Vật phẩm thường,27,30,Cả hai,,Dùng để xây cung thành
853,Khúc cá,Vật phẩm thường,27,30,Cả hai,,Dùng để tiếp tế lương thực
854,Tảng thịt,Vật phẩm thường,27,30,Cả hai,,Dùng để tiếp tế lương thực
855,Cà chua,Vật phẩm thường,27,30,Cả hai,,Dùng để tiếp tế lương thực
856,Bắp ngô,Vật phẩm thường,27,30,Cả hai,,Dùng để tiếp tế lương thực
857,Thau rau củ,Vật phẩm thường,27,30,Cả hai,,Dùng để tiếp tế lương thực
858,Thau thịt cá,Vật phẩm thường,27,30,Cả hai,,Dùng để tiếp tế lương thực
859,Thánh vật Iku,Vật phẩm thường,27,30,Cả hai,,Thánh vật bị thất lạc
860,Thánh vật Zato,Vật phẩm thường,27,30,Cả hai,,Thánh vật bị thất lạc
861,Thánh vật Jino,Vật phẩm thường,27,30,Cả hai,,Thánh vật bị thất lạc
862,Thánh vật Tansu,Vật phẩm thường,27,30,Cả hai,,Thánh vật bị thất lạc
863,Thánh vật Ranka,Vật phẩm thường,27,30,Cả hai,,Thánh vật bị thất lạc
864,Đệ nhất vinh danh,Thú nuôi,10,30,Cả hai,x,Vinh danh ninja tài năng
865,Súng lục,Vật phẩm thường,27,30,Cả hai,,Bộ môn bắn súng SeaGame31
866,Viên đạn,Vật phẩm thường,27,30,Cả hai,,Bộ môn bắn súng SeaGame31
867,Cung,Vật phẩm thường,27,30,Cả hai,,Bộ môn bắn cung SeaGame31
868,Mũi tên,Vật phẩm thường,27,30,Cả hai,,Bộ môn bắn cung SeaGame31
869,Kiếm ba cạnh,Vật phẩm thường,27,30,Cả hai,,Bộ môn đấu kiếm SeaGame31
870,Ấn tộc Hidan,Bao tay,13,50,Cả hai,x,Được luyện từ các linh hồn lưu lạc
871,Ấn tộc Juvo,Bao tay,13,50,Cả hai,x,Được luyện từ các linh hồn lưu lạc
872,Ấn tộc Samaku,Bao tay,13,50,Cả hai,x,Được luyện từ các linh hồn lưu lạc
873,Ấn tộc Kensin,Bao tay,13,50,Cả hai,x,Được luyện từ các linh hồn lưu lạc
874,Ấn tộc Inura,Bao tay,13,50,Cả hai,x,Được luyện từ các linh hồn lưu lạc
875,Ấn tộc Jaira,Bao tay,13,50,Cả hai,x,Được luyện từ các linh hồn lưu lạc
876,Ấn tộc Koichi,Bao tay,13,50,Cả hai,x,Được luyện từ các linh hồn lưu lạc
877,Ấn tộc Minto,Bao tay,13,50,Cả hai,x,Được luyện từ các linh hồn lưu lạc
878,Ấn tộc Dareku,Bao tay,13,50,Cả hai,x,Được luyện từ các linh hồn lưu lạc
879,Ấn tộc Jukari,Bao tay,13,50,Cả hai,x,Được luyện từ các linh hồn lưu lạc
880,Viên linh hồn cấp 1,Vật phẩm thường,27,30,Cả hai,,Chứa các linh hồn bị đọa đày
881,Viên linh hồn cấp 2,Vật phẩm thường,27,30,Cả hai,,Chứa các linh hồn bị đọa đày
882,Viên linh hồn cấp 3,Vật phẩm thường,27,30,Cả hai,,Chứa các linh hồn bị đọa đày
883,Viên linh hồn cấp 4,Vật phẩm thường,27,30,Cả hai,,Chứa các linh hồn bị đọa đày
884,Viên linh hồn cấp 5,Vật phẩm thường,27,30,Cả hai,,Chứa các linh hồn bị đọa đày
885,Viên linh hồn cấp 6,Vật phẩm thường,27,30,Cả hai,,Chứa các linh hồn bị đọa đày
886,Viên linh hồn cấp 7,Vật phẩm thường,27,30,Cả hai,,Chứa các linh hồn bị đọa đày
887,Viên linh hồn cấp 8,Vật phẩm thường,27,30,Cả hai,,Chứa các linh hồn bị đọa đày
888,Viên linh hồn cấp 9,Vật phẩm thường,27,30,Cả hai,,Chứa các linh hồn bị đọa đày
889,Viên linh hồn cấp 10,Vật phẩm thường,27,30,Cả hai,,Chứa các linh hồn bị đọa đày
890,Trượng linh hồn,Vật phẩm thường,27,30,Cả hai,,Dùng để phù phép
891,Trượng linh hồn,Vật phẩm thường,27,30,Cả hai,,Dùng để phù phép
892,Trượng linh hồn,Vật phẩm thường,27,30,Cả hai,,Dùng để phù phép
893,Bụi linh hồn,Vật phẩm thường,27,30,Cả hai,,Dùng để phù phép
894,Giấy phép nâng cấp,Vật phẩm thường,27,50,Cả hai,,Sử dụng để nâng cấp ấn tộc
895,Xương cá,Vật phẩm thường,27,50,Cả hai,,Đứng cạnh bà Rei sử dụng để nhận quà
896,Cá giao lục,Vật phẩm thường,27,50,Cả hai,,Đứng cạnh bà Rei sử dụng để nhận quà
897,Cá Koi,Vật phẩm thường,27,50,Cả hai,,Đứng cạnh bà Rei sử dụng để nhận quà
898,Cá đĩa lam,Vật phẩm thường,27,50,Cả hai,,Đứng cạnh bà Rei sử dụng để nhận quà
899,Cá buồm tím,Vật phẩm thường,27,50,Cả hai,,Đứng cạnh bà Rei sử dụng để nhận quà
900,Sao biển xanh,Vật phẩm thường,27,50,Cả hai,,Đứng cạnh bà Rei sử dụng để nhận quà
901,Cua hoàng đế,Vật phẩm thường,27,50,Cả hai,,Đứng cạnh bà Rei sử dụng để nhận quà
902,Kem ốc quế,Vật phẩm thường,27,50,Cả hai,,Vật phẩm sự kiện
903,Kem sữa,Vật phẩm thường,27,50,Cả hai,,Vật phẩm sự kiện
904,Kem chocolate,Vật phẩm thường,27,50,Cả hai,,Vật phẩm sự kiện
905,Kem dâu,Vật phẩm thường,27,50,Cả hai,,Vật phẩm sự kiện
906,Hũ kem dầm,Vật phẩm thường,27,20,Cả hai,,Tặng Em bé tại các trường làng để nhận quà!
907,Bướm vàng,Vật phẩm thường,27,50,Cả hai,,Linh vật cổ
908,Dế ngọc,Vật phẩm thường,27,50,Cả hai,,Linh vật cổ
909,Bọ vàng,Vật phẩm thường,27,50,Cả hai,,Linh vật cổ
910,Cần câu cá,Vật phẩm thường,27,50,Cả hai,,Vật phẩm sự kiện
911,Ngư tinh thảo,Vật phẩm thường,27,50,Cả hai,,Vật phẩm sự kiện
912,Tô diệp,Vật phẩm thường,27,50,Cả hai,,Vật phẩm sự kiện
913,Hoa hải đường,Vật phẩm thường,27,50,Cả hai,,Vật phẩm sự kiện
914,Hoa hải quỳ,Vật phẩm thường,27,50,Cả hai,,Vật phẩm sự kiện
915,Tinh dầu ngư thảo,Vật phẩm thường,27,50,Cả hai,,Tinh dầu chữa bệnh
916,Tinh dầu tô diệp,Vật phẩm thường,27,50,Cả hai,,Tinh dầu chữa bệnh
917,Tinh dầu hải đường,Vật phẩm thường,27,50,Cả hai,,Tinh dầu chữa bệnh
918,Tinh dầu hải quỳ,Vật phẩm thường,27,50,Cả hai,,Tinh dầu chữa bệnh
919,Hoa thiên điểu,Vật phẩm thường,27,50,Cả hai,,Loài hoa quý
920,Hoa dạ yến,Vật phẩm thường,27,50,Cả hai,,Loài hoa quý
921,Khẩu trang,Mặt nạ,11,20,Cả hai,,Chống lây lan Virus
922,Rương hắc ám,Vật phẩm thường,27,70,Cả hai,,Chứa nhiều vật phẩm quý
923,Khóa hắc ám,Vật phẩm thường,27,70,Cả hai,,Chìa khóa mở rương hắc ám
924,Nhất Vĩ Li Mao Bảo Bảo Sơ Cấp,Thú nuôi,10,1,Cả hai,,
925,Nhị Vĩ Ác Miêu Bảo Bảo Sơ Cấp,Thú nuôi,10,1,Cả hai,,
926,Tam Vĩ Khổng Quy Bảo Bảo Sơ Cấp,Thú nuôi,10,1,Cả hai,,
927,Tứ Vĩ Hầu Tôn Bảo Bảo Sơ Cấp,Thú nuôi,10,1,Cả hai,,
928,Ngũ Vĩ Mã Ngư Bảo Bảo Sơ Cấp,Thú nuôi,10,1,Cả hai,,
929,Lục Vĩ Bạch Sên Bảo Bảo Sơ Cấp,Thú nuôi,10,1,Cả hai,,
930,Thất Vĩ Cương Trùng Bảo Bảo Sơ Cấp,Thú nuôi,10,1,Cả hai,,
931,Bát Vĩ Khổng Ngưu Bảo Bảo Sơ Cấp,Thú nuôi,10,1,Cả hai,,
932,Cửu Vĩ Hồ Ly Bảo Bảo Sơ Cấp,Thú nuôi,10,1,Cả hai,,
933,Nhất Vĩ Li Mao Sơ Cấp,Thú nuôi,10,1,Cả hai,,
934,Nhị Vĩ Ác Miêu Sơ Cấp,Thú nuôi,10,1,Cả hai,,
935,Tam Vĩ Khổng Quy Sơ Cấp,Thú nuôi,10,1,Cả hai,,
936,Tứ Vĩ Hầu Tôn Sơ Cấp,Thú nuôi,10,1,Cả hai,,
